price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,yr_sold
212000.0,3,1,1060.0,7875.0,1,0.0,0,4,7,1060.0,0.0,1986.0,0.0,47.2761,-122.152,2015
660500.0,4,2,2010.0,9603.0,1,0.0,0,3,8,1440.0,570.0,1986.0,0.0,47.5343,-122.054,2015
784000.0,3,3,3950.0,111078.0,1,0.0,0,3,9,2460.0,1490.0,1989.0,0.0,47.697,-122.072,2014
453246.0,3,2,2010.0,2287.0,2,0.0,0,3,8,1390.0,620.0,2014.0,0.0,47.5517,-121.998,2014
675000.0,4,3,2140.0,2278.0,3,0.0,0,3,9,2140.0,0.0,2005.0,0.0,47.6734,-122.38,2015
199000.0,3,1,1320.0,17390.0,1,0.0,0,4,7,1320.0,0.0,1956.0,0.0,47.3257,-122.296,2014
220000.0,4,1,2020.0,7840.0,1,0.0,0,3,7,1010.0,1010.0,1968.0,0.0,47.3309,-122.299,2014
452000.0,4,2,2590.0,10002.0,1,0.0,0,4,8,1340.0,1250.0,1968.0,0.0,47.7689,-122.266,2014
382500.0,2,1,1190.0,4440.0,1,0.0,0,3,6,1190.0,0.0,1981.0,0.0,47.7135,-122.287,2014
519950.0,3,2,1170.0,1249.0,3,0.0,0,3,8,1170.0,0.0,2014.0,0.0,47.6722,-122.381,2014
665000.0,2,1,1110.0,3200.0,1,0.0,0,3,7,1110.0,0.0,1925.0,0.0,47.6338,-122.358,2014
527700.0,5,2,2820.0,9375.0,1,0.0,0,4,8,1550.0,1270.0,1968.0,0.0,47.5707,-122.128,2014
205000.0,3,1,1610.0,8579.0,1,0.0,0,4,7,1010.0,600.0,1962.0,0.0,47.4563,-122.171,2015
420000.0,3,1,1060.0,8097.0,1,0.0,0,4,7,940.0,120.0,1923.0,0.0,47.7144,-122.351,2015
500000.0,4,2,2030.0,8517.0,1,0.0,0,4,8,1380.0,650.0,1961.0,0.0,47.5495,-122.174,2015
921500.0,4,2,3670.0,315374.0,2,0.0,0,4,9,3670.0,0.0,1994.0,0.0,47.7421,-122.026,2014
890000.0,4,1,2550.0,4000.0,2,0.0,0,3,8,2370.0,180.0,1905.0,0.0,47.6354,-122.353,2014
430000.0,2,2,2420.0,60984.0,2,0.0,0,3,7,2420.0,0.0,2007.0,0.0,47.5262,-121.943,2014
258000.0,5,2,2260.0,12500.0,1,0.0,0,4,8,1130.0,1130.0,1960.0,0.0,47.3887,-122.286,2014
511000.0,3,1,1430.0,3455.0,1,0.0,0,3,7,980.0,450.0,1947.0,0.0,47.6873,-122.336,2014
532170.0,3,2,1360.0,3090.0,2,0.0,0,3,8,1360.0,0.0,1990.0,0.0,47.6838,-122.353,2014
560000.0,3,1,1110.0,5000.0,1,0.0,0,3,7,1110.0,0.0,1947.0,0.0,47.655,-122.359,2015
282950.0,3,1,1250.0,8200.0,1,0.0,0,4,7,1250.0,0.0,1954.0,0.0,47.3255,-122.304,2015
2250000.0,4,3,5180.0,19850.0,2,0.0,3,3,12,3540.0,1640.0,2006.0,0.0,47.562,-122.162,2015
350000.0,1,1,700.0,5100.0,1,0.0,0,3,7,700.0,0.0,1942.0,0.0,47.679,-122.3,2014
215000.0,3,1,1180.0,7669.0,1,0.0,0,4,7,1180.0,0.0,1967.0,0.0,47.4479,-122.176,2014
650000.0,5,3,3960.0,25245.0,2,0.0,0,3,9,2500.0,1460.0,1996.0,0.0,47.525,-122.172,2014
320000.0,4,2,2640.0,7500.0,1,0.0,0,3,8,1620.0,1020.0,1967.0,0.0,47.3135,-122.369,2014
247000.0,3,2,1270.0,7198.0,1,0.0,0,3,7,1270.0,0.0,1916.0,2013.0,47.2086,-121.996,2014
320000.0,4,1,1760.0,11180.0,1,0.0,0,4,8,1760.0,0.0,1968.0,0.0,47.4715,-122.118,2014
255000.0,5,2,2060.0,8632.0,1,0.0,0,3,7,1030.0,1030.0,1962.0,0.0,47.4877,-122.335,2014
438000.0,3,1,1780.0,9660.0,1,0.0,0,3,7,1780.0,0.0,1962.0,0.0,47.7171,-122.193,2015
900000.0,3,2,3400.0,16603.0,2,0.0,0,3,10,3400.0,0.0,2000.0,0.0,47.6012,-122.023,2015
441000.0,3,2,1910.0,7280.0,1,0.0,0,3,7,1160.0,750.0,1979.0,0.0,47.7319,-122.224,2014
420000.0,3,2,2020.0,38332.0,1,0.0,0,4,7,1010.0,1010.0,1975.0,0.0,47.4582,-122.023,2014
370000.0,3,1,1580.0,7000.0,1,0.0,0,3,7,1180.0,400.0,1976.0,0.0,47.7209,-122.168,2014
269950.0,2,1,1340.0,7250.0,1,0.0,0,5,5,700.0,640.0,1949.0,0.0,47.408,-122.327,2015
807100.0,4,2,2680.0,4499.0,2,0.0,0,3,9,2680.0,0.0,1999.0,0.0,47.565,-122.125,2015
653000.0,3,2,2680.0,9750.0,1,0.0,0,4,8,1610.0,1070.0,1979.0,0.0,47.7028,-122.231,2014
371500.0,3,2,1370.0,8336.0,1,0.0,0,5,7,1370.0,0.0,1964.0,0.0,47.7458,-122.331,2014
284000.0,3,1,1560.0,21000.0,1,0.0,0,3,7,1560.0,0.0,1954.0,0.0,47.4776,-122.337,2015
272000.0,3,1,2160.0,7140.0,1,0.0,0,4,7,1670.0,490.0,1978.0,0.0,47.3026,-122.374,2015
313000.0,3,1,1340.0,7912.0,1,0.0,0,3,7,1340.0,0.0,1955.0,0.0,47.7658,-122.339,2014
917500.0,4,2,3880.0,35003.0,2,0.0,0,3,10,2570.0,1310.0,1984.0,0.0,47.6477,-122.182,2015
673000.0,4,2,2590.0,8190.0,2,0.0,0,4,8,2590.0,0.0,1980.0,0.0,47.5619,-122.125,2014
425000.0,3,2,1120.0,1100.0,2,0.0,0,3,8,820.0,300.0,2008.0,0.0,47.6106,-122.31,2015
399950.0,5,2,1970.0,5400.0,1,0.0,0,3,7,1320.0,650.0,1986.0,0.0,47.5868,-122.308,2014
385000.0,3,1,1220.0,4800.0,1,0.0,0,3,6,1220.0,0.0,1901.0,0.0,47.6101,-122.307,2014
269950.0,3,1,1950.0,7560.0,1,0.0,2,4,7,1320.0,630.0,1975.0,0.0,47.1976,-121.999,2014
330000.0,2,1,1350.0,8220.0,1,0.0,0,3,7,1060.0,290.0,1949.0,0.0,47.7224,-122.358,2015
260000.0,3,2,1670.0,5797.0,2,0.0,0,3,7,1670.0,0.0,1988.0,0.0,47.3505,-122.179,2014
470000.0,4,3,2380.0,5125.0,1,0.0,0,4,7,1680.0,700.0,1925.0,0.0,47.5384,-122.376,2015
589000.0,4,3,2440.0,9600.0,2,0.0,0,5,7,2440.0,0.0,1961.0,0.0,47.7044,-122.2,2014
163500.0,2,1,1050.0,3419.0,2,0.0,0,3,7,1050.0,0.0,1996.0,0.0,47.3848,-122.039,2014
835000.0,4,2,3130.0,13412.0,2,0.0,0,3,9,2140.0,990.0,1993.0,0.0,47.6993,-122.102,2014
1095000.0,5,3,4090.0,12850.0,1,0.0,2,4,10,2090.0,2000.0,1986.0,0.0,47.6627,-122.188,2014
269000.0,4,1,1490.0,10000.0,1,0.0,0,4,8,1100.0,390.0,1969.0,0.0,47.3099,-122.379,2015
560000.0,3,2,1900.0,8744.0,2,0.0,0,3,8,1900.0,0.0,1987.0,0.0,47.62,-122.043,2014
615000.0,4,1,1330.0,2400.0,1,0.0,0,4,6,1330.0,0.0,1901.0,0.0,47.65,-122.34,2015
585188.0,3,2,2230.0,10026.0,1,0.0,0,3,8,1430.0,800.0,1975.0,0.0,47.6647,-122.153,2014
305000.0,3,1,1650.0,9480.0,1,0.0,0,3,7,1220.0,430.0,1977.0,0.0,47.726,-122.191,2014
166950.0,3,1,1190.0,8820.0,1,0.0,0,3,6,1190.0,0.0,1959.0,0.0,47.4616,-122.184,2014
799000.0,3,2,2140.0,9897.0,1,0.0,0,4,8,2140.0,0.0,1959.0,0.0,47.5505,-122.219,2014
400000.0,3,2,2180.0,7508.0,1,0.0,0,4,7,1420.0,760.0,1962.0,0.0,47.7606,-122.336,2014
230000.0,3,1,1060.0,10228.0,1,0.0,0,3,7,1060.0,0.0,1948.0,0.0,47.7481,-122.3,2014
256883.0,3,2,1690.0,5025.0,2,0.0,0,3,8,1690.0,0.0,2003.0,0.0,47.2779,-122.347,2014
423000.0,4,2,1970.0,6480.0,1,0.0,0,5,7,1130.0,840.0,1920.0,0.0,47.5511,-122.312,2014
465000.0,3,2,2150.0,4084.0,2,0.0,0,3,8,2150.0,0.0,2007.0,0.0,47.5488,-122.372,2014
440000.0,3,2,1910.0,66211.0,2,0.0,0,3,7,1910.0,0.0,1997.0,0.0,47.5385,-121.911,2015
385000.0,3,1,1350.0,155073.0,1,0.0,0,4,7,1350.0,0.0,1969.0,0.0,47.4058,-121.994,2014
210000.0,3,1,860.0,11725.0,1,0.0,0,4,6,860.0,0.0,1943.0,0.0,47.5093,-122.184,2015
297000.0,3,2,1940.0,14952.0,2,0.0,0,3,8,1940.0,0.0,1994.0,0.0,47.3777,-122.165,2014
470000.0,3,1,1010.0,5000.0,1,0.0,0,3,7,1010.0,0.0,1952.0,0.0,47.675,-122.394,2014
226500.0,3,1,1300.0,7370.0,1,0.0,0,4,7,900.0,400.0,1976.0,0.0,47.3025,-122.37,2014
274250.0,3,1,910.0,8450.0,1,0.0,0,4,6,910.0,0.0,1962.0,0.0,47.4787,-122.158,2015
840000.0,4,1,2480.0,11010.0,1,0.0,0,4,9,1630.0,850.0,1966.0,0.0,47.5378,-122.219,2014
677900.0,3,2,2440.0,4587.0,2,0.0,0,3,8,2440.0,0.0,2010.0,0.0,47.7073,-122.114,2014
425000.0,3,1,1010.0,5864.0,1,0.0,0,3,7,1010.0,0.0,1915.0,0.0,47.5733,-122.381,2015
180250.0,2,0,900.0,9600.0,1,0.0,0,3,6,900.0,0.0,1941.0,0.0,47.4604,-122.339,2014
464000.0,6,3,2300.0,3404.0,2,0.0,0,3,7,1600.0,700.0,1920.0,1994.0,47.7067,-122.343,2014
320000.0,4,2,1550.0,7579.0,2,0.0,0,3,8,1550.0,0.0,1993.0,0.0,47.354,-122.047,2015
625504.0,3,2,1270.0,1566.0,2,0.0,0,3,8,1060.0,210.0,2014.0,0.0,47.6647,-122.284,2014
592500.0,4,2,2240.0,12032.0,1,0.0,0,3,9,2240.0,0.0,1983.0,0.0,47.6143,-122.017,2014
465000.0,3,2,2714.0,17936.0,2,0.0,0,3,9,2714.0,0.0,2005.0,0.0,47.3185,-122.275,2015
477000.0,4,2,1720.0,6270.0,2,0.0,0,3,8,1720.0,0.0,1978.0,0.0,47.5458,-122.268,2014
280000.0,2,1,850.0,16400.0,1,0.0,0,3,6,850.0,0.0,1923.0,0.0,47.4889,-122.299,2015
1505000.0,5,3,3300.0,33474.0,1,0.0,3,3,9,1870.0,1430.0,1957.0,1991.0,47.5673,-122.21,2015
445838.0,3,2,2250.0,5692.0,2,0.0,0,3,8,2250.0,0.0,2000.0,0.0,47.5133,-122.379,2014
1072000.0,2,2,3900.0,14864.0,1,0.0,3,3,8,1950.0,1950.0,1947.0,0.0,47.5884,-122.291,2014
467000.0,2,1,1320.0,10800.0,1,0.0,0,4,8,1320.0,0.0,1947.0,0.0,47.7145,-122.367,2014
686000.0,4,2,2760.0,6440.0,2,0.0,0,3,10,2760.0,0.0,1999.0,0.0,47.5836,-122.026,2014
279950.0,3,2,1750.0,9750.0,1,0.0,0,3,7,1350.0,400.0,1961.0,0.0,47.398,-122.299,2014
527000.0,4,2,2330.0,19436.0,2,0.0,0,3,8,2330.0,0.0,1987.0,0.0,47.7663,-122.215,2014
