price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,yr_sold,eff_built
317625.0,3,2,2770.0,3809.0,1,0.0,0,5,7,1770.0,1000.0,1925.0,0.0,47.5747,-122.304,2014,95
975000.0,4,2,2720.0,11049.0,2,0.0,0,3,10,2720.0,0.0,1989.0,0.0,47.5815,-122.192,2014,31
287000.0,4,2,2240.0,4648.0,2,0.0,0,3,7,2240.0,0.0,2005.0,0.0,47.3378,-122.257,2014,15
204000.0,3,1,1000.0,12070.0,1,0.0,0,4,7,1000.0,0.0,1968.0,0.0,47.3621,-122.11,2014,52
1325000.0,5,2,3200.0,20158.0,1,0.0,0,3,8,1600.0,1600.0,1965.0,0.0,47.6303,-122.215,2014,55
1040000.0,5,3,4770.0,50094.0,1,0.0,0,4,11,3070.0,1700.0,1973.0,0.0,47.6525,-122.16,2014,47
325000.0,3,2,1260.0,5612.0,1,0.0,0,4,7,1260.0,0.0,1972.0,0.0,47.7362,-122.179,2015,48
571000.0,4,2,2750.0,7807.0,1,0.0,0,5,7,2250.0,500.0,1916.0,0.0,47.7168,-122.287,2014,104
360000.0,4,2,2380.0,5000.0,2,0.0,0,3,8,2380.0,0.0,2005.0,0.0,47.3608,-122.036,2014,15
349000.0,3,1,1790.0,50529.0,1,0.0,0,5,7,1090.0,700.0,1965.0,0.0,47.3511,-122.073,2015,55
832500.0,4,4,3430.0,35102.0,2,0.0,0,4,10,2390.0,1040.0,1986.0,0.0,47.5822,-121.987,2014,34
380000.0,4,1,1760.0,7300.0,1,0.0,0,3,7,880.0,880.0,1956.0,0.0,47.6034,-122.125,2014,64
480000.0,3,1,1040.0,5060.0,1,0.0,0,3,7,1040.0,0.0,1941.0,0.0,47.5636,-122.394,2015,79
410000.0,3,1,1410.0,5060.0,1,0.0,0,4,7,910.0,500.0,1956.0,0.0,47.7073,-122.34,2014,64
720000.0,4,2,3450.0,39683.0,2,0.0,0,3,10,3450.0,0.0,2002.0,0.0,47.342,-122.025,2015,18
390000.0,3,2,2350.0,5100.0,2,0.0,0,3,8,2350.0,0.0,2003.0,0.0,47.3512,-122.008,2014,17
360000.0,4,2,1900.0,5889.0,2,0.0,0,3,7,1900.0,0.0,1992.0,0.0,47.349,-122.031,2014,28
355000.0,2,1,2020.0,6720.0,1,0.0,0,3,7,1010.0,1010.0,1948.0,0.0,47.5474,-122.291,2014,72
356000.0,3,1,1680.0,8712.0,1,0.0,0,3,8,1680.0,0.0,1964.0,0.0,47.4811,-122.149,2015,56
315000.0,3,1,960.0,6634.0,1,0.0,0,3,6,960.0,0.0,1952.0,0.0,47.7264,-122.31,2014,68
940000.0,3,1,2140.0,3600.0,2,0.0,0,3,9,1900.0,240.0,1925.0,0.0,47.6337,-122.365,2014,95
305000.0,5,2,2660.0,8400.0,1,0.0,0,5,7,2660.0,0.0,1961.0,0.0,47.2909,-122.189,2014,59
461000.0,3,3,2770.0,6278.0,2,0.0,0,3,9,1980.0,790.0,2006.0,0.0,47.5228,-122.199,2014,14
215000.0,2,2,1610.0,2040.0,2,0.0,0,4,7,1610.0,0.0,1979.0,0.0,47.518,-122.194,2014,41
335000.0,2,1,1030.0,1066.0,2,0.0,0,3,7,765.0,265.0,2006.0,0.0,47.5394,-122.387,2014,14
243500.0,4,2,1980.0,7403.0,2,0.0,0,3,7,1980.0,0.0,1988.0,0.0,47.2897,-122.372,2014,32
1099880.0,5,2,3520.0,6353.0,2,0.0,0,4,10,3520.0,0.0,2001.0,0.0,47.6506,-122.391,2015,19
153000.0,3,1,1200.0,10500.0,1,0.0,0,3,7,1200.0,0.0,1962.0,0.0,47.322,-122.351,2015,58
430000.0,3,1,1580.0,5000.0,1,0.0,0,3,8,1290.0,290.0,1939.0,0.0,47.687,-122.386,2014,81
700000.0,3,1,1580.0,5000.0,1,0.0,0,3,8,1290.0,290.0,1939.0,0.0,47.687,-122.386,2014,81
905000.0,4,2,3300.0,10250.0,1,0.0,0,3,7,2390.0,910.0,1946.0,1991.0,47.5873,-122.249,2014,29
247500.0,3,1,1960.0,15681.0,1,0.0,0,3,7,1960.0,0.0,1967.0,0.0,47.3576,-122.277,2015,53
199000.0,4,1,1160.0,6400.0,1,0.0,0,4,7,1160.0,0.0,1975.0,0.0,47.3036,-122.378,2014,45
314000.0,3,1,1810.0,41800.0,1,0.0,0,5,7,1210.0,600.0,1980.0,0.0,47.4109,-121.958,2014,40
437500.0,3,2,2320.0,36847.0,2,0.0,2,3,9,2320.0,0.0,1992.0,0.0,47.4838,-121.714,2014,28
850830.0,3,2,2070.0,13241.0,1,0.0,0,5,9,1270.0,800.0,1910.0,0.0,47.6415,-122.315,2014,110
555000.0,3,2,1980.0,3478.0,1,0.0,0,4,7,1440.0,540.0,1929.0,0.0,47.6775,-122.372,2014,91
699950.0,3,2,2190.0,107593.0,2,0.0,0,4,8,2190.0,0.0,1983.0,0.0,47.7731,-122.08,2014,37
1088000.0,3,2,2920.0,8113.0,2,0.0,0,3,8,2920.0,0.0,1950.0,2010.0,47.5814,-122.196,2014,10
290000.0,3,1,1210.0,33919.0,1,0.0,0,3,7,1210.0,0.0,1954.0,0.0,47.4375,-122.184,2014,66
375000.0,3,2,2340.0,10005.0,1,0.0,0,4,8,1460.0,880.0,1978.0,0.0,47.4431,-122.133,2015,42
460000.0,3,1,1670.0,4005.0,1,0.0,0,4,7,1170.0,500.0,1939.0,0.0,47.6878,-122.38,2014,81
188500.0,2,1,1240.0,2493.0,1,0.0,0,4,8,1240.0,0.0,1985.0,0.0,47.3813,-122.322,2014,35
680000.0,4,2,3140.0,28037.0,2,0.0,0,4,10,3140.0,0.0,1991.0,0.0,47.7304,-122.082,2015,29
470000.0,5,1,2030.0,12342.0,2,0.0,0,4,7,2030.0,0.0,1942.0,0.0,47.6417,-122.109,2014,78
597750.0,4,2,2310.0,9624.0,2,0.0,0,3,8,2310.0,0.0,1984.0,0.0,47.5386,-122.053,2014,36
570000.0,3,1,1260.0,3328.0,1,0.0,0,5,6,700.0,560.0,1905.0,0.0,47.6823,-122.349,2015,115
272500.0,3,1,1540.0,12600.0,1,0.0,0,4,7,1160.0,380.0,1980.0,0.0,47.3624,-122.031,2014,40
329950.0,3,1,2080.0,5969.0,1,0.0,2,3,7,1080.0,1000.0,1971.0,0.0,47.5474,-122.295,2014,49
480000.0,4,2,3230.0,16171.0,2,0.0,3,3,9,2520.0,710.0,2001.0,0.0,47.3183,-122.253,2014,19
740500.0,3,3,4380.0,6350.0,2,0.0,0,3,8,2780.0,1600.0,1900.0,1999.0,47.6981,-122.368,2014,21
518500.0,3,3,1590.0,1102.0,3,0.0,0,3,8,1590.0,0.0,2010.0,0.0,47.6824,-122.347,2014,10
205425.0,2,1,880.0,6780.0,1,0.0,0,4,6,880.0,0.0,1945.0,0.0,47.5009,-122.248,2014,75
171800.0,4,2,1570.0,9600.0,1,0.0,0,3,6,1570.0,0.0,1950.0,0.0,47.4965,-122.303,2015,70
535000.0,4,1,1610.0,2982.0,1,0.0,0,4,7,1610.0,0.0,1925.0,0.0,47.587,-122.294,2015,95
660000.0,3,2,2400.0,6474.0,1,0.0,2,3,8,1560.0,840.0,1964.0,0.0,47.7728,-122.386,2015,56
391500.0,3,2,1450.0,9132.0,1,0.0,0,3,7,1450.0,0.0,1987.0,0.0,47.7288,-122.226,2014,33
395000.0,2,1,770.0,6000.0,1,0.0,0,3,6,770.0,0.0,1953.0,0.0,47.6999,-122.364,2015,67
445000.0,4,1,2100.0,4400.0,1,0.0,0,5,7,1720.0,380.0,1924.0,0.0,47.5299,-122.266,2014,96
770000.0,3,2,2910.0,10204.0,2,0.0,0,3,9,2910.0,0.0,1990.0,0.0,47.6897,-122.098,2014,30
1450000.0,4,2,2750.0,17789.0,1,0.0,0,3,8,1980.0,770.0,1914.0,1992.0,47.6141,-122.212,2015,28
445000.0,3,2,2100.0,8201.0,1,0.0,2,3,8,1620.0,480.0,1967.0,0.0,47.5091,-122.244,2014,53
260000.0,4,2,2160.0,8811.0,1,0.0,0,3,8,1360.0,800.0,1978.0,0.0,47.3129,-122.39,2014,42
822500.0,5,3,2320.0,4960.0,2,0.0,0,5,7,1720.0,600.0,1926.0,0.0,47.6763,-122.352,2014,94
430000.0,4,2,2070.0,4310.0,2,0.0,0,3,7,2070.0,0.0,2004.0,0.0,47.5319,-121.85,2015,16
212000.0,3,1,1060.0,7875.0,1,0.0,0,4,7,1060.0,0.0,1986.0,0.0,47.2761,-122.152,2015,34
660500.0,4,2,2010.0,9603.0,1,0.0,0,3,8,1440.0,570.0,1986.0,0.0,47.5343,-122.054,2015,34
784000.0,3,3,3950.0,111078.0,1,0.0,0,3,9,2460.0,1490.0,1989.0,0.0,47.697,-122.072,2014,31
453246.0,3,2,2010.0,2287.0,2,0.0,0,3,8,1390.0,620.0,2014.0,0.0,47.5517,-121.998,2014,6
675000.0,4,3,2140.0,2278.0,3,0.0,0,3,9,2140.0,0.0,2005.0,0.0,47.6734,-122.38,2015,15
199000.0,3,1,1320.0,17390.0,1,0.0,0,4,7,1320.0,0.0,1956.0,0.0,47.3257,-122.296,2014,64
220000.0,4,1,2020.0,7840.0,1,0.0,0,3,7,1010.0,1010.0,1968.0,0.0,47.3309,-122.299,2014,52
452000.0,4,2,2590.0,10002.0,1,0.0,0,4,8,1340.0,1250.0,1968.0,0.0,47.7689,-122.266,2014,52
382500.0,2,1,1190.0,4440.0,1,0.0,0,3,6,1190.0,0.0,1981.0,0.0,47.7135,-122.287,2014,39
519950.0,3,2,1170.0,1249.0,3,0.0,0,3,8,1170.0,0.0,2014.0,0.0,47.6722,-122.381,2014,6
665000.0,2,1,1110.0,3200.0,1,0.0,0,3,7,1110.0,0.0,1925.0,0.0,47.6338,-122.358,2014,95
527700.0,5,2,2820.0,9375.0,1,0.0,0,4,8,1550.0,1270.0,1968.0,0.0,47.5707,-122.128,2014,52
205000.0,3,1,1610.0,8579.0,1,0.0,0,4,7,1010.0,600.0,1962.0,0.0,47.4563,-122.171,2015,58
420000.0,3,1,1060.0,8097.0,1,0.0,0,4,7,940.0,120.0,1923.0,0.0,47.7144,-122.351,2015,97
500000.0,4,2,2030.0,8517.0,1,0.0,0,4,8,1380.0,650.0,1961.0,0.0,47.5495,-122.174,2015,59
921500.0,4,2,3670.0,315374.0,2,0.0,0,4,9,3670.0,0.0,1994.0,0.0,47.7421,-122.026,2014,26
890000.0,4,1,2550.0,4000.0,2,0.0,0,3,8,2370.0,180.0,1905.0,0.0,47.6354,-122.353,2014,115
430000.0,2,2,2420.0,60984.0,2,0.0,0,3,7,2420.0,0.0,2007.0,0.0,47.5262,-121.943,2014,13
258000.0,5,2,2260.0,12500.0,1,0.0,0,4,8,1130.0,1130.0,1960.0,0.0,47.3887,-122.286,2014,60
511000.0,3,1,1430.0,3455.0,1,0.0,0,3,7,980.0,450.0,1947.0,0.0,47.6873,-122.336,2014,73
532170.0,3,2,1360.0,3090.0,2,0.0,0,3,8,1360.0,0.0,1990.0,0.0,47.6838,-122.353,2014,30
560000.0,3,1,1110.0,5000.0,1,0.0,0,3,7,1110.0,0.0,1947.0,0.0,47.655,-122.359,2015,73
282950.0,3,1,1250.0,8200.0,1,0.0,0,4,7,1250.0,0.0,1954.0,0.0,47.3255,-122.304,2015,66
2250000.0,4,3,5180.0,19850.0,2,0.0,3,3,12,3540.0,1640.0,2006.0,0.0,47.562,-122.162,2015,14
350000.0,1,1,700.0,5100.0,1,0.0,0,3,7,700.0,0.0,1942.0,0.0,47.679,-122.3,2014,78
215000.0,3,1,1180.0,7669.0,1,0.0,0,4,7,1180.0,0.0,1967.0,0.0,47.4479,-122.176,2014,53
650000.0,5,3,3960.0,25245.0,2,0.0,0,3,9,2500.0,1460.0,1996.0,0.0,47.525,-122.172,2014,24
320000.0,4,2,2640.0,7500.0,1,0.0,0,3,8,1620.0,1020.0,1967.0,0.0,47.3135,-122.369,2014,53
247000.0,3,2,1270.0,7198.0,1,0.0,0,3,7,1270.0,0.0,1916.0,2013.0,47.2086,-121.996,2014,7
320000.0,4,1,1760.0,11180.0,1,0.0,0,4,8,1760.0,0.0,1968.0,0.0,47.4715,-122.118,2014,52
255000.0,5,2,2060.0,8632.0,1,0.0,0,3,7,1030.0,1030.0,1962.0,0.0,47.4877,-122.335,2014,58
438000.0,3,1,1780.0,9660.0,1,0.0,0,3,7,1780.0,0.0,1962.0,0.0,47.7171,-122.193,2015,58
900000.0,3,2,3400.0,16603.0,2,0.0,0,3,10,3400.0,0.0,2000.0,0.0,47.6012,-122.023,2015,20
441000.0,3,2,1910.0,7280.0,1,0.0,0,3,7,1160.0,750.0,1979.0,0.0,47.7319,-122.224,2014,41
420000.0,3,2,2020.0,38332.0,1,0.0,0,4,7,1010.0,1010.0,1975.0,0.0,47.4582,-122.023,2014,45
370000.0,3,1,1580.0,7000.0,1,0.0,0,3,7,1180.0,400.0,1976.0,0.0,47.7209,-122.168,2014,44
269950.0,2,1,1340.0,7250.0,1,0.0,0,5,5,700.0,640.0,1949.0,0.0,47.408,-122.327,2015,71
807100.0,4,2,2680.0,4499.0,2,0.0,0,3,9,2680.0,0.0,1999.0,0.0,47.565,-122.125,2015,21
653000.0,3,2,2680.0,9750.0,1,0.0,0,4,8,1610.0,1070.0,1979.0,0.0,47.7028,-122.231,2014,41
371500.0,3,2,1370.0,8336.0,1,0.0,0,5,7,1370.0,0.0,1964.0,0.0,47.7458,-122.331,2014,56
284000.0,3,1,1560.0,21000.0,1,0.0,0,3,7,1560.0,0.0,1954.0,0.0,47.4776,-122.337,2015,66
272000.0,3,1,2160.0,7140.0,1,0.0,0,4,7,1670.0,490.0,1978.0,0.0,47.3026,-122.374,2015,42
313000.0,3,1,1340.0,7912.0,1,0.0,0,3,7,1340.0,0.0,1955.0,0.0,47.7658,-122.339,2014,65
917500.0,4,2,3880.0,35003.0,2,0.0,0,3,10,2570.0,1310.0,1984.0,0.0,47.6477,-122.182,2015,36
673000.0,4,2,2590.0,8190.0,2,0.0,0,4,8,2590.0,0.0,1980.0,0.0,47.5619,-122.125,2014,40
425000.0,3,2,1120.0,1100.0,2,0.0,0,3,8,820.0,300.0,2008.0,0.0,47.6106,-122.31,2015,12
399950.0,5,2,1970.0,5400.0,1,0.0,0,3,7,1320.0,650.0,1986.0,0.0,47.5868,-122.308,2014,34
385000.0,3,1,1220.0,4800.0,1,0.0,0,3,6,1220.0,0.0,1901.0,0.0,47.6101,-122.307,2014,119
269950.0,3,1,1950.0,7560.0,1,0.0,2,4,7,1320.0,630.0,1975.0,0.0,47.1976,-121.999,2014,45
330000.0,2,1,1350.0,8220.0,1,0.0,0,3,7,1060.0,290.0,1949.0,0.0,47.7224,-122.358,2015,71
260000.0,3,2,1670.0,5797.0,2,0.0,0,3,7,1670.0,0.0,1988.0,0.0,47.3505,-122.179,2014,32
470000.0,4,3,2380.0,5125.0,1,0.0,0,4,7,1680.0,700.0,1925.0,0.0,47.5384,-122.376,2015,95
589000.0,4,3,2440.0,9600.0,2,0.0,0,5,7,2440.0,0.0,1961.0,0.0,47.7044,-122.2,2014,59
163500.0,2,1,1050.0,3419.0,2,0.0,0,3,7,1050.0,0.0,1996.0,0.0,47.3848,-122.039,2014,24
835000.0,4,2,3130.0,13412.0,2,0.0,0,3,9,2140.0,990.0,1993.0,0.0,47.6993,-122.102,2014,27
1095000.0,5,3,4090.0,12850.0,1,0.0,2,4,10,2090.0,2000.0,1986.0,0.0,47.6627,-122.188,2014,34
269000.0,4,1,1490.0,10000.0,1,0.0,0,4,8,1100.0,390.0,1969.0,0.0,47.3099,-122.379,2015,51
560000.0,3,2,1900.0,8744.0,2,0.0,0,3,8,1900.0,0.0,1987.0,0.0,47.62,-122.043,2014,33
615000.0,4,1,1330.0,2400.0,1,0.0,0,4,6,1330.0,0.0,1901.0,0.0,47.65,-122.34,2015,119
585188.0,3,2,2230.0,10026.0,1,0.0,0,3,8,1430.0,800.0,1975.0,0.0,47.6647,-122.153,2014,45
305000.0,3,1,1650.0,9480.0,1,0.0,0,3,7,1220.0,430.0,1977.0,0.0,47.726,-122.191,2014,43
166950.0,3,1,1190.0,8820.0,1,0.0,0,3,6,1190.0,0.0,1959.0,0.0,47.4616,-122.184,2014,61
799000.0,3,2,2140.0,9897.0,1,0.0,0,4,8,2140.0,0.0,1959.0,0.0,47.5505,-122.219,2014,61
400000.0,3,2,2180.0,7508.0,1,0.0,0,4,7,1420.0,760.0,1962.0,0.0,47.7606,-122.336,2014,58
230000.0,3,1,1060.0,10228.0,1,0.0,0,3,7,1060.0,0.0,1948.0,0.0,47.7481,-122.3,2014,72
256883.0,3,2,1690.0,5025.0,2,0.0,0,3,8,1690.0,0.0,2003.0,0.0,47.2779,-122.347,2014,17
423000.0,4,2,1970.0,6480.0,1,0.0,0,5,7,1130.0,840.0,1920.0,0.0,47.5511,-122.312,2014,100
465000.0,3,2,2150.0,4084.0,2,0.0,0,3,8,2150.0,0.0,2007.0,0.0,47.5488,-122.372,2014,13
440000.0,3,2,1910.0,66211.0,2,0.0,0,3,7,1910.0,0.0,1997.0,0.0,47.5385,-121.911,2015,23
385000.0,3,1,1350.0,155073.0,1,0.0,0,4,7,1350.0,0.0,1969.0,0.0,47.4058,-121.994,2014,51
210000.0,3,1,860.0,11725.0,1,0.0,0,4,6,860.0,0.0,1943.0,0.0,47.5093,-122.184,2015,77
297000.0,3,2,1940.0,14952.0,2,0.0,0,3,8,1940.0,0.0,1994.0,0.0,47.3777,-122.165,2014,26
470000.0,3,1,1010.0,5000.0,1,0.0,0,3,7,1010.0,0.0,1952.0,0.0,47.675,-122.394,2014,68
226500.0,3,1,1300.0,7370.0,1,0.0,0,4,7,900.0,400.0,1976.0,0.0,47.3025,-122.37,2014,44
274250.0,3,1,910.0,8450.0,1,0.0,0,4,6,910.0,0.0,1962.0,0.0,47.4787,-122.158,2015,58
840000.0,4,1,2480.0,11010.0,1,0.0,0,4,9,1630.0,850.0,1966.0,0.0,47.5378,-122.219,2014,54
677900.0,3,2,2440.0,4587.0,2,0.0,0,3,8,2440.0,0.0,2010.0,0.0,47.7073,-122.114,2014,10
425000.0,3,1,1010.0,5864.0,1,0.0,0,3,7,1010.0,0.0,1915.0,0.0,47.5733,-122.381,2015,105
180250.0,2,0,900.0,9600.0,1,0.0,0,3,6,900.0,0.0,1941.0,0.0,47.4604,-122.339,2014,79
464000.0,6,3,2300.0,3404.0,2,0.0,0,3,7,1600.0,700.0,1920.0,1994.0,47.7067,-122.343,2014,26
320000.0,4,2,1550.0,7579.0,2,0.0,0,3,8,1550.0,0.0,1993.0,0.0,47.354,-122.047,2015,27
625504.0,3,2,1270.0,1566.0,2,0.0,0,3,8,1060.0,210.0,2014.0,0.0,47.6647,-122.284,2014,6
592500.0,4,2,2240.0,12032.0,1,0.0,0,3,9,2240.0,0.0,1983.0,0.0,47.6143,-122.017,2014,37
465000.0,3,2,2714.0,17936.0,2,0.0,0,3,9,2714.0,0.0,2005.0,0.0,47.3185,-122.275,2015,15
477000.0,4,2,1720.0,6270.0,2,0.0,0,3,8,1720.0,0.0,1978.0,0.0,47.5458,-122.268,2014,42
280000.0,2,1,850.0,16400.0,1,0.0,0,3,6,850.0,0.0,1923.0,0.0,47.4889,-122.299,2015,97
